Gene_ID,Gene_Name,Colon_FoldChange,Colon_pValue,Lung_FoldChange,Lung_pValue,Abs_Colon_FoldChange,Abs_Lung_FoldChange
ENSG00000164764,SBSPON,1.4,0.0248139188438807,-1.6,4.93278494631144e-05,1.4,1.6
ENSG00000164932,CTHRC1,1.0,0.169849352471712,2.1,0.000789114663450164,1.0,2.1
ENSG00000164933,SLC25A32,1.3,0.0848836387083929,1.7,0.000403693533753546,1.3,1.7
ENSG00000164946,FREM1,-0.9,0.191822600018485,-1.8,0.0245093232931464,0.9,1.8
ENSG00000165046,LETM2,-1.4,0.0063305474564895,-2.3,6.86465734162901e-06,1.4,2.3
ENSG00000165152,PGAP4,-0.4,0.488193206877636,-1.6,0.000198203511010277,0.4,1.6
ENSG00000165181,SHOC1,1.4,3.1697514278088e-05,1.5,0.00055594404291998,1.4,1.5
ENSG00000165192,ASB11,-2.4,0.0274907221864639,-3.7,0.000152921853847448,2.4,3.7
ENSG00000165197,VEGFD,0.3,0.730184615190976,-2.3,3.3950910932183e-05,0.3,2.3
ENSG00000165233,CARD19,-0.4,0.309530318153214,1.8,0.0110474270706265,0.4,1.8
ENSG00000165244,ZNF367,-0.3,0.757286485018812,1.8,0.0011787534270163,0.3,1.8
ENSG00000165269,AQP7,-4.2,1.88512278876516e-09,-3.3,1.67713140720833e-05,4.2,3.3
ENSG00000165323,FAT3,-0.2,0.854400116647904,-2.8,3.21053523421442e-08,0.2,2.8
ENSG00000165474,GJB2,-0.1,0.940613831125323,3.9,5.6976074996733e-06,0.1,3.9
ENSG00000165480,SKA3,-0.3,0.734411505862127,2.0,0.0038188306301492,0.3,2.0
ENSG00000165495,PKNOX2,0.7,0.360041695158964,-1.5,0.0225206822015471,0.7,1.5
ENSG00000165511,ZNF22-AS1,0.2,0.722519345312544,-2.4,6.55546147669589e-08,0.2,2.4
ENSG00000165566,AMER2,-0.8,0.391909202042409,-2.5,0.0207050425646928,0.8,2.5
ENSG00000165646,SLC18A2,-0.9,0.287210263928814,-2.5,0.0010589829772011,0.9,2.5
ENSG00000165732,DDX21,1.5,0.000318784431684875,1.7,2.18148147401875e-08,1.5,1.7
ENSG00000165821,SALL2,-2.1,0.000244688510708383,-2.0,0.0108503951195883,2.1,2.0
ENSG00000165891,E2F7,-0.9,0.363877067843715,2.6,3.40981183422052e-05,0.9,2.6
ENSG00000166130,IKBIP,1.2,0.0058954319797297,1.6,5.33558829402123e-07,1.2,1.6
ENSG00000166183,ASPG,-1.4,0.236700733098923,-3.3,0.0015481803764484,1.4,3.3
ENSG00000166188,ZNF319,-2.1,0.0030170007851697,-1.7,0.0172578911369747,2.1,1.7
ENSG00000166333,ILK,-1.5,0.0129241928443735,-1.5,0.0344978124820603,1.5,1.5
ENSG00000166342,NETO1,0.4,0.815179994949173,3.2,0.0033425709909631,0.4,3.2
ENSG00000166394,CYB5R2,-1.5,0.0211543426085499,-2.1,6.9325113784315e-07,1.5,2.1
ENSG00000166402,TUB,0.3,0.732968159060829,-1.8,2.15842033251079e-05,0.3,1.8
ENSG00000166448,TMEM130,-1.0,0.146589866674912,-4.5,4.7585888364947605e-09,1.0,4.5
ENSG00000166482,MFAP4,-0.4,0.556081482564359,-2.0,5.67565264625589e-07,0.4,2.0
ENSG00000166527,CLEC4D,-3.3,0.0054585165059874,1.9,0.0221996449972716,3.3,1.9
ENSG00000166546,BEAN1,-1.1,0.195387754352579,-1.6,0.0405603476939209,1.1,1.6
ENSG00000166557,TMED3,-1.0,0.0690757883231026,1.6,9.84193944338764e-05,1.0,1.6
ENSG00000166664,CHRFAM7A,-1.5,0.0894225197725999,-4.1,0.000170151924963329,1.5,4.1
ENSG00000166669,ATF7IP2,0.8,0.106694049969425,-2.3,8.56793010023676e-08,0.8,2.3
ENSG00000166670,MMP10,-2.6,0.0390680950466172,4.3,4.85732519980714e-05,2.6,4.3
ENSG00000166682,TMPRSS5,-0.1,0.947149422838174,-3.4,0.0017747020054831,0.1,3.4
ENSG00000166707,ZCCHC18,-0.6,0.49385218156784,2.3,0.0112184056241571,0.6,2.3
ENSG00000166743,ACSM1,-0.4,0.778122456585719,-2.4,0.025506373201075,0.4,2.4
ENSG00000166793,YPEL4,-0.9,0.254960573747921,-2.4,0.000749805463904367,0.9,2.4
ENSG00000166803,PCLAF,-0.8,0.390015108171038,3.5,1.66607488438827e-05,0.8,3.5
ENSG00000166819,PLIN1,0.2,0.788480408051718,2.8,0.0139038184626214,0.2,2.8
ENSG00000166825,ANPEP,-1.2,0.141166124889155,1.7,0.001239283187774,1.2,1.7
ENSG00000166922,SCG5,1.3,0.137162018538965,2.8,0.0173970631627253,1.3,2.8
ENSG00000166923,GREM1,0.6,0.365022380627874,2.8,6.54428679274244e-05,0.6,2.8
ENSG00000167037,SGSM1,-1.0,0.0456123358030243,-2.8,3.6660665363286e-06,1.0,2.8
ENSG00000167074,TEF,-1.9,0.033957858875457,-1.8,0.0048716395199645,1.9,1.8
ENSG00000167165,UGT1A6,-2.4,0.0106151603488391,4.8,1.12011092618083e-05,2.4,4.8
ENSG00000167359,OR51I1,-1.0,0.389846404814658,-2.6,0.0106114944988142,1.0,2.6
ENSG00000167363,FN3K,-2.0,0.000257633271309704,-2.4,8.8674318729466e-05,2.0,2.4
ENSG00000167371,PRRT2,-0.1,0.923713024794959,-2.2,0.000998117611956522,0.1,2.2
ENSG00000167434,CA4,-2.5,0.0098635592849485,-2.5,0.0010148282551062,2.5,2.5
ENSG00000167525,PROCA1,-0.5,0.644876083660365,-1.6,0.040448883120423,0.5,1.6
ENSG00000167588,GPD1,-0.9,0.391909202042409,-6.6,4.093854410186e-17,0.9,6.6
ENSG00000167634,NLRP7,-1.5,0.176297984423864,-2.6,0.0167870942216147,1.5,2.6
ENSG00000167644,C19orf33,-1.9,0.0183154167467926,-2.0,0.022765613264134,1.9,2.0
ENSG00000167740,CYB5D2,0.4,0.687458430305969,-1.7,0.0030583673924365,0.4,1.7
ENSG00000167757,KLK11,-0.6,0.572498587738828,-1.9,0.000745415652075035,0.6,1.9
ENSG00000167759,KLK13,-2.1,0.0697612953060541,-2.3,0.0335074524969383,2.1,2.3
ENSG00000167767,KRT80,-1.5,0.316084649522358,2.7,0.0057881166545203,1.5,2.7
ENSG00000167861,HID1,-1.0,0.0418751442562223,-1.7,0.006671845260889,1.0,1.7
ENSG00000167863,ATP5PD,0.7,0.025505908929878,1.7,0.0018116789058301,0.7,1.7
ENSG00000167880,EVPL,-0.9,0.25874849394229,-1.7,0.0058624063295201,0.9,1.7
ENSG00000167967,E4F1,-2.3,3.63283310589788e-05,-2.1,0.0088547053798028,2.3,2.1
ENSG00000167972,ABCA3,0.3,0.678433034020257,-1.6,0.008660610254846,0.3,1.6
ENSG00000168003,SLC3A2,1.1,0.0116459353787783,1.7,8.62076972826914e-10,1.1,1.7
ENSG00000168067,MAP4K2,-0.3,0.734644866127656,-1.8,0.0012596408772977,0.3,1.8
ENSG00000168078,PBK,-0.8,0.416697781301989,2.8,0.000804131150368619,0.8,2.8
ENSG00000168143,FAM83B,-0.6,0.532809338995708,2.9,0.0042330326767806,0.6,2.9
ENSG00000168275,COA6,-0.6,0.215174176726953,1.5,8.01739079245594e-06,0.6,1.5
ENSG00000168329,CX3CR1,-2.1,0.0186189648409524,-2.5,0.000757525241019674,2.1,2.5
ENSG00000168356,SCN11A,1.1,0.17390222675119,-2.8,0.000576568858424549,1.1,2.8
ENSG00000168447,SCNN1B,-1.0,0.274403515286548,-1.8,0.0058384778017113,1.0,1.8
ENSG00000168481,LGI3,-0.1,0.973037346097722,-2.6,0.0076848914771985,0.1,2.6
ENSG00000168487,BMP1,-0.8,0.181745474221884,-1.9,0.000397572895525018,0.8,1.9
ENSG00000168497,CAVIN2,1.6,0.000631532691043222,-1.7,0.000244160840383801,1.6,1.7
ENSG00000168517,HEXIM2,-1.1,0.208677582875689,-3.3,1.91453187080112e-06,1.1,3.3
ENSG00000168542,COL3A1,0.7,0.240410930692877,4.2,4.093854410186e-17,0.7,4.2
ENSG00000168594,ADAM29,-4.3,0.000162126326146431,-5.3,1.89139914775903e-13,4.3,5.3
ENSG00000168772,CXXC4,-0.4,0.602629611995119,-1.9,0.0045214709747312,0.4,1.9
ENSG00000168779,SHOX2,-2.4,0.0444047253370262,3.4,0.000912394356739713,2.4,3.4
ENSG00000168874,ATOH8,-0.4,0.627239307906507,-2.0,0.000823971061033388,0.4,2.0
ENSG00000168907,PLA2G4F,-2.0,0.0078538215579086,-2.9,0.000204686423127476,2.0,2.9
ENSG00000168913,ENHO,-2.0,0.0609676274602893,-3.2,0.0077886872776252,2.0,3.2
ENSG00000168995,SIGLEC7,-0.4,0.79874703723148,2.2,0.0496703846102198,0.4,2.2
ENSG00000169026,SLC49A3,-2.5,0.0011350293921835,-2.7,0.0030914013298896,2.5,2.7
ENSG00000169031,COL4A3,-0.2,0.76415760596966,-2.0,1.91443586516148e-05,0.2,2.0
ENSG00000169035,KLK7,1.9,0.161709745271413,-3.3,0.002042016136759,1.9,3.3
ENSG00000169040,PMCHL2,-0.1,0.933167903606508,-2.9,0.000165501591220679,0.1,2.9
ENSG00000169067,ACTBL2,-0.9,0.471550818214446,-2.5,0.0302681059877176,0.9,2.5
ENSG00000169071,ROR2,0.8,0.140059766128227,1.8,0.0014093741668903,0.8,1.8
ENSG00000169174,PCSK9,-1.6,0.128302455805385,-2.6,0.0016844979956678,1.6,2.6
ENSG00000169203,NPIPB12,-2.3,0.0088032144067527,-1.6,0.0376549314131542,2.3,1.6
ENSG00000169218,RSPO1,-0.1,0.92412862176038,-4.0,5.01029513894622e-10,0.1,4.0
ENSG00000169224,GCSAML,0.1,0.889206888389583,-2.3,0.0026752112117564,0.1,2.3
ENSG00000169248,CXCL11,0.1,0.95196817715313,2.2,0.0342345037543339,0.1,2.2
ENSG00000169252,ADRB2,-0.3,0.740210206296543,-2.1,0.000437891521201617,0.3,2.1
ENSG00000169253,ENSG00000169253,-0.8,0.0868133959362588,1.6,0.0492392439147203,0.8,1.6
ENSG00000169385,RNASE2,1.1,0.291498617582502,4.0,4.37149846039886e-05,1.1,4.0
ENSG00000169564,PCBP1,0.2,0.735967262300515,1.6,0.0094623810543347,0.2,1.6
ENSG00000169583,CLIC3,-0.6,0.621511976562938,-2.8,8.44735786184563e-05,0.6,2.8
ENSG00000169594,BNC1,2.4,0.0145428360230175,2.8,0.0013610754714631,2.4,2.8
ENSG00000169607,CKAP2L,-0.9,0.285761829061746,1.5,0.0434680778639682,0.9,1.5
ENSG00000169635,HIC2,-2.3,1.05456068066392e-05,-1.6,0.000349161835042569,2.3,1.6
ENSG00000169679,BUB1,-1.0,0.193483376633782,2.8,7.46557432835127e-05,1.0,2.8
ENSG00000169710,FASN,0.1,0.848237622911682,1.7,0.0088304383176656,0.1,1.7
ENSG00000169836,TACR3,-3.5,0.0018617982829551,-5.2,4.08049165080502e-09,3.5,5.2
ENSG00000169862,CTNND2,0.3,0.779260543972888,-2.4,0.0149446216742749,0.3,2.4
ENSG00000169955,ZNF747,-0.9,0.0171774538031911,-1.6,0.0107488335095506,0.9,1.6
ENSG00000169992,NLGN2,0.7,0.207326071675913,1.5,0.0253978776105696,0.7,1.5
ENSG00000170165,ENSG00000170165,-2.3,0.0067058628319099,-2.4,0.0020332957999818,2.3,2.4
ENSG00000170214,ADRA1B,0.7,0.635717308269262,-2.9,0.000673605683293507,0.7,2.9
ENSG00000170271,FAXDC2,0.4,0.47963011213392,-1.7,1.2339765616299e-05,0.4,1.7
ENSG00000170289,CNGB3,-0.8,0.406107096547569,-2.2,0.0013995997142658,0.8,2.2
ENSG00000170312,CDK1,-0.2,0.83918224579319,1.9,0.000233501329729002,0.2,1.9
ENSG00000170381,SEMA3E,0.9,0.0903503857698681,-2.1,5.05570579516204e-06,0.9,2.1
ENSG00000170464,DNAJC18,-0.3,0.627584672997,-1.8,3.82692363114732e-05,0.3,1.8
ENSG00000170476,MZB1,-1.5,0.0364760726985451,2.0,0.0248063783474677,1.5,2.0
ENSG00000170579,DLGAP1,0.5,0.596496587255953,-2.1,0.000874115055532156,0.5,2.1
ENSG00000170604,IRF2BP1,-1.0,0.258963412485286,-1.6,0.0452372849461211,1.0,1.6
ENSG00000170631,ZNF16,-0.6,0.345394670004641,-1.7,0.0095975293473117,0.6,1.7
ENSG00000170745,KCNS3,-0.1,0.938679473627379,-1.7,0.0024786969465013,0.1,1.7
ENSG00000170890,PLA2G1B,-1.2,0.435754012376531,-1.9,0.044920335325479,1.2,1.9
ENSG00000171094,ALK,-2.1,0.000220215137627723,-2.4,0.000667046307309903,2.1,2.4
ENSG00000171160,MORN4,-0.1,0.896738554572521,-1.8,0.0267424986420124,0.1,1.8
ENSG00000171243,SOSTDC1,-1.8,0.0319020401898157,-1.6,0.0114812521524139,1.8,1.6
ENSG00000171303,KCNK3,1.5,0.054704109724891,-1.5,0.0356917630283761,1.5,1.5
ENSG00000171320,ESCO2,-1.2,0.114148128369425,2.0,0.0019086755284291,1.2,2.0
ENSG00000171368,TPPP,0.7,0.411235152515141,-1.8,0.0017345823805544,0.7,1.8
ENSG00000171385,KCND3,1.4,0.0066039077027558,1.7,1.281807743116e-07,1.4,1.7
ENSG00000171462,DLK2,-3.5,1.15814869887937e-05,-2.6,0.001562231640071,3.5,2.6
ENSG00000171747,LGALS4,-1.6,0.0474382699102192,-2.3,0.0318435640356483,1.6,2.3
ENSG00000171817,ZNF540,0.4,0.677887368645187,-2.1,5.18997487722635e-06,0.4,2.1
ENSG00000171848,RRM2,-0.4,0.667490326038967,3.3,0.000121726874004178,0.4,3.3
ENSG00000171864,PRND,-1.6,0.200919115046913,-4.7,2.3388227349089e-05,1.6,4.7
ENSG00000171885,AQP4,2.6,0.0070791507585593,-2.3,2.92643609349584e-06,2.6,2.3
ENSG00000171951,SCG2,0.6,0.406576291996547,2.6,0.000422852005507326,0.6,2.6
ENSG00000172005,MAL,0.1,0.918770882432905,-3.0,1.00353081399182e-06,0.1,3.0
ENSG00000172061,LRRC15,-0.9,0.435590677536677,3.0,0.0006081673859668,0.9,3.0
ENSG00000172465,TCEAL1,1.1,0.0089869788635507,1.7,0.0077157990696591,1.1,1.7
ENSG00000172476,RAB40A,0.6,0.440765731117147,-1.5,0.029410749895858,0.6,1.5
ENSG00000172508,CARNS1,-1.6,0.0680187934994163,-2.1,0.0069862896328849,1.6,2.1
ENSG00000172667,ZMAT3,1.3,5.85320856723513e-07,1.5,3.94241054232094e-05,1.3,1.5
ENSG00000172724,CCL19,-2.4,0.0080994654949629,2.7,0.0054226315935357,2.4,2.7
ENSG00000172748,ZNF596,-1.0,0.112443950256923,-1.8,0.000337195932457844,1.0,1.8
ENSG00000172752,COL6A5,-3.0,0.0040308950642334,-3.3,7.9230599760421e-11,3.0,3.3
ENSG00000172794,RAB37,-2.3,0.0032135361779017,-1.9,0.0075803992958908,2.3,1.9
ENSG00000172817,CYP7B1,0.9,0.228183434081341,1.6,9.43615467016039e-05,0.9,1.6
ENSG00000172932,ANKRD13D,0.3,0.570159164895078,1.9,2.50929862735771e-06,0.3,1.9
ENSG00000172987,HPSE2,-1.1,0.245949338638209,-2.0,0.0294070937287845,1.1,2.0
ENSG00000173114,LRRN3,0.1,0.861317429518504,-1.8,4.00785530611235e-07,0.1,1.8
ENSG00000173124,ACSM6,-3.5,5.17997413703646e-06,-2.6,0.000244160840383801,3.5,2.6
ENSG00000173175,ADCY5,0.1,0.858798909276254,-1.9,0.0077575101564877,0.1,1.9
ENSG00000173250,GPR151,-3.5,0.00020427135640762,-2.7,0.0326669273681994,3.5,2.7
ENSG00000173376,NDNF,0.2,0.775130988518788,-1.5,0.0118384832018632,0.2,1.5
ENSG00000173421,IHO1,-0.7,0.235309489767603,-1.5,0.0264887271777727,0.7,1.5
ENSG00000173432,SAA1,-0.3,0.803875021750035,3.0,0.000569613811258825,0.3,3.0
ENSG00000173597,SULT1B1,-0.7,0.479744930932726,1.5,0.0316369536466632,0.7,1.5
ENSG00000173626,TRAPPC3L,-1.1,0.383640789966007,-2.5,0.0069690460247294,1.1,2.5
ENSG00000173818,ENDOV,-1.1,0.106546169676477,-1.8,0.0120934027089158,1.1,1.8
ENSG00000173868,PHOSPHO1,-4.1,9.83048957027086e-06,-2.7,0.0071338833754641,4.1,2.7
ENSG00000173926,MARCHF3,0.2,0.67665302198601,1.6,0.0139155658282412,0.2,1.6
ENSG00000174171,ENSG00000174171,-3.1,0.0052571794983549,-2.8,0.0181350438832618,3.1,2.8
ENSG00000174429,ABRA,-3.6,4.21738458831967e-08,-2.4,0.0091023935758578,3.6,2.4
ENSG00000174469,CNTNAP2,0.4,0.573496494714687,1.6,0.0328169375412381,0.4,1.6
ENSG00000174586,ZNF497,-3.2,0.000246779371711657,-2.2,0.0441919531759303,3.2,2.2
ENSG00000174697,LEP,-0.9,0.445296134297628,2.6,0.0248049796196772,0.9,2.6
ENSG00000174721,FGFBP3,-3.8,2.38415449086929e-07,-3.4,0.0011568400422129,3.8,3.4
ENSG00000174807,CD248,0.1,0.898489054260663,1.6,0.014529118764105,0.1,1.6
ENSG00000174912,METTL15P1,-0.8,0.309756459523993,-1.9,0.0010672919270495,0.8,1.9
ENSG00000174951,FUT1,-1.1,0.297856673145701,-1.6,0.0242239289512913,1.1,1.6
ENSG00000175093,SPSB4,-0.4,0.811170915063231,-3.1,0.0010840114728728,0.4,3.1
ENSG00000175130,MARCKSL1,-0.1,0.858192095781881,1.6,0.0060129366287299,0.1,1.6
ENSG00000175175,PPM1E,-0.3,0.753645242480754,-1.5,0.026439197103408,0.3,1.5
ENSG00000175318,GRAMD2A,-1.3,0.16323473039553,-1.9,0.0101079778492586,1.3,1.9
ENSG00000175344,CHRNA7,-1.6,0.0296818807175224,-2.0,0.0221926895529109,1.6,2.0
ENSG00000175356,SCUBE2,0.6,0.35860716902124,-2.2,0.0011126066991709,0.6,2.2
ENSG00000175520,UBQLN3,-3.3,0.002426403935792,-3.0,0.000669026273362811,3.3,3.0
ENSG00000175544,CABP4,-2.6,8.64193335586965e-05,-1.5,0.018787405167863,2.6,1.5
ENSG00000175550,DRAP1,-0.2,0.848121050947634,1.7,4.61252112891161e-05,0.2,1.7
ENSG00000175581,MRPL48,-0.6,0.296353104958093,1.5,0.0180164891097566,0.6,1.5
ENSG00000175592,FOSL1,-0.2,0.86491876252922,1.8,0.0273776051004622,0.2,1.8
ENSG00000175643,RMI2,-0.7,0.338333749060627,2.1,0.0193221456861217,0.7,2.1
ENSG00000175697,GPR156,-3.6,8.42918619884149e-05,-2.0,0.0279426150288158,3.6,2.0
ENSG00000175701,MTLN,0.8,0.164535499141898,2.1,1.38746349006812e-07,0.8,2.1
ENSG00000175773,ZBTB44-DT,-0.6,0.623468282831243,-4.4,2.87122846378095e-06,0.6,4.4
ENSG00000175785,PRIMA1,0.1,0.909544785654832,-1.9,0.0221397526842604,0.1,1.9
ENSG00000175793,SFN,-0.7,0.534443236790346,2.5,4.94712713161881e-05,0.7,2.5
ENSG00000175832,ETV4,-0.3,0.807115444985957,-2.1,0.0416915858330523,0.3,2.1
ENSG00000175866,BAIAP2,-1.2,0.057500516141664,-1.5,0.0115065916340972,1.2,1.5
ENSG00000175967,LINC02880,-0.2,0.90617515136689,-2.9,1.89758112733201e-07,0.2,2.9
ENSG00000176153,GPX2,-0.8,0.320199199681661,1.8,0.0279212281954483,0.8,1.8
ENSG00000176204,LRRTM4,-0.8,0.35426861086159,-2.9,0.000629045947405104,0.8,2.9
ENSG00000176268,CYCSP34,-1.4,0.140435958573246,-2.5,0.0082731022564347,1.4,2.5
ENSG00000176320,ENSG00000176320,-3.0,0.000457298797676116,-3.4,7.19659862686843e-05,3.0,3.4
ENSG00000176472,ZNF575,-2.3,0.0041393501771973,-2.9,8.52071653511401e-05,2.3,2.9
ENSG00000176716,OR10AB1P,-0.1,0.939559462641783,-2.3,0.0192191261229755,0.1,2.3
ENSG00000176771,NCKAP5,-1.3,0.0935822336505969,-3.7,9.84090731679348e-12,1.3,3.7
ENSG00000176788,BASP1,1.2,0.0334771054799239,1.9,9.87080671920005e-09,1.2,1.9
ENSG00000176834,VSIG10,-1.4,0.0105007767714679,-1.5,1.4189369163436402e-09,1.4,1.5
ENSG00000176909,MAMSTR,-2.3,0.0268941288566389,-2.6,0.03297385120741,2.3,2.6
ENSG00000176920,FUT2,-1.8,0.0268366329821989,1.9,0.0095959114354832,1.8,1.9
ENSG00000176971,FIBIN,0.8,0.335906066038965,-1.8,0.0042363016846052,0.8,1.8
ENSG00000177051,FBXO46,-0.3,0.721448508105782,1.8,0.0150196086382653,0.3,1.8
ENSG00000177098,SCN4B,-0.8,0.226511078681103,-2.8,9.27367196869876e-05,0.8,2.8
ENSG00000177103,DSCAML1,-0.6,0.484317636305342,-2.4,0.0145597496688196,0.6,2.4
ENSG00000177106,EPS8L2,-1.9,0.0059722875834528,-2.1,2.17871856326443e-05,1.9,2.1
ENSG00000177181,RIMKLA,-0.7,0.234883270658221,-2.6,0.000928430933341176,0.7,2.6
ENSG00000177283,FZD8,-0.3,0.729333085910974,-1.8,0.002793805056789,0.3,1.8
ENSG00000177363,LRRN4CL,1.3,0.137453356927927,-1.5,0.0463363328127226,1.3,1.5
ENSG00000177380,PPFIA3,-1.9,0.0090533081102139,-2.1,0.0161274836551658,1.9,2.1
ENSG00000177406,NINJ2-AS1,-0.1,0.936043824438006,-1.5,8.05530720674927e-08,0.1,1.5
ENSG00000177535,OR2B11,-3.3,0.0015537561972849,-2.4,0.0193226220711692,3.3,2.4
ENSG00000177542,SLC25A22,-1.4,0.042039873576035,1.6,0.0471475663591162,1.4,1.6
ENSG00000177575,CD163,2.0,0.0019118297834925,2.2,2.08719630583666e-06,2.0,2.2
ENSG00000177606,JUN,-0.1,0.878906033176031,-1.5,1.29249734549136e-05,0.1,1.5
ENSG00000177614,PGBD5,-3.1,1.39674935757472e-07,-1.8,0.0363766344938639,3.1,1.8
ENSG00000177699,ENSG00000177699,-2.9,0.0087451399993206,-2.4,0.0086703214333126,2.9,2.4
ENSG00000177725,ENSG00000177725,-3.8,0.000442634558734104,-5.0,1.04707159316124e-10,3.8,5.0
ENSG00000177736,FXNP2,-0.2,0.871223895877333,-2.8,0.0198019926728526,0.2,2.8
ENSG00000177757,FAM87B,-2.2,0.0046493744605163,-2.0,0.0088629971661356,2.2,2.0
ENSG00000177971,IMP3,-0.9,0.214828561566799,1.9,0.0467672128630816,0.9,1.9
ENSG00000178031,ADAMTSL1,-1.1,0.0062756325025385,-1.5,0.0126507821406772,1.1,1.5
ENSG00000178038,ALS2CL,-2.5,0.000450411873437235,-2.0,4.40331988711523e-05,2.5,2.0
ENSG00000178297,TMPRSS9,-1.2,0.291192227935594,-3.4,0.0014415475667144,1.2,3.4
ENSG00000178445,GLDC,-1.8,0.0360256595237519,-2.7,8.08581784369025e-05,1.8,2.7
ENSG00000178460,MCMDC2,-0.3,0.768217948971469,2.1,0.0073477094197637,0.3,2.1
ENSG00000178741,COX5A,-0.6,0.11966814381993,1.5,0.000121816568386026,0.6,1.5
